Year,CountyCode,CountyName,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,Liability,TotalPremium,NetAcresLoss,Indemnity,IndemnityByPremium
2005,101,Sutter                        ,12,Heat                                                                                                ,7,JUL,13,13,1096.39,508479.2,28836,1098.29,75091.8,2.6
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,3,3,966.9,160780,9556,966.9,160780,16.83
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,18,18,2255.634,503971.4,53044.6,2255.634,503971.4,9.5
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,6,6,267.88,117869.6,12310.2,267.88,29329,2.38
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2,2,298,47836,3502,298,47836,13.66
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,75.2,7439.2,360.8,75.2,775.2,2.15
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,5,5,741.8,50225,2420,741.8,50225,20.75
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,20,20,3262.036,668046.6,74190.4,3262.036,668046.6,9
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,3,3,230.4,107382.4,7589.6,230.4,6042.4,0.8
2005,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain                                                                  ,6,JUN,2,2,251.9,16217,819,251.9,16217,19.8
2005,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,6,JUN,1,1,50,18581,577,50,6902,11.96
2005,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,5,MAY,1,1,47.4,23389.6,1502,47.4,738.8,0.49
2005,101,Sutter                        ,44,Cold Wet Weather                                                                                    ,5,MAY,1,1,18.8,1859.8,90.2,18.8,193.8,2.15
2005,101,Sutter                        ,51,Flood                                                                                               ,5,MAY,2,2,290.634,125497.8,9798.6,290.634,19381.8,1.98
2005,101,Sutter                        ,51,Flood                                                                                               ,5,MAY,1,1,96,21675,2020,96,21675,10.73
2005,101,Sutter                        ,51,Flood                                                                                               ,5,MAY,1,1,149.25,10942,482,149.25,10942,22.7
2005,101,Sutter                        ,61,Wind/Excess Wind                                                                                    ,8,AUG,3,3,1130.056,519823.2,38715.4,1130.056,13395.2,0.35
2005,101,Sutter                        ,62,Hot Wind                                                                                            ,7,JUL,2,2,223.26,102877,7936,223.26,88530,11.16
2005,113,Yolo                          ,12,Heat                                                                                                ,7,JUL,2,2,1038.3,422692.5,24199.5,1038.3,151869,6.28
2005,113,Yolo                          ,12,Heat                                                                                                ,8,AUG,2,2,410,160438,8187,410,38712,4.73
2005,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,1,1,449,68891,9311,449,68891,7.4
2005,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,5,MAY,5,5,1032.2,184307,35749,1032.2,184307,5.16
2005,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain                                                                  ,4,APR,1,1,475.2,104450,23071,475.2,104450,4.53
2005,113,Yolo                          ,44,Cold Wet Weather                                                                                    ,5,MAY,1,1,428,183081.5,18168.5,428,130276,7.17
2005,113,Yolo                          ,51,Flood                                                                                               ,5,MAY,1,1,346.6,120730,5930,346.6,61453,10.36
2005,113,Yolo                          ,51,Flood                                                                                               ,5,MAY,3,3,903.2,168415,28369,903.2,129884,4.58
2005,113,Yolo                          ,51,Flood                                                                                               ,5,MAY,1,1,430.4,79411,7828,430.4,79411,10.14
2005,113,Yolo                          ,51,Flood                                                                                               ,5,MAY,1,1,129,7636,465,129,7636,16.42
2005,113,Yolo                          ,61,Wind/Excess Wind                                                                                    ,5,MAY,1,1,132.9,32337,5169,132.9,32337,6.26
2005,115,Yuba                          ,12,Heat                                                                                                ,7,JUL,4,4,348.37,125961.2,7054.2,348.37,17199.8,2.44
2005,115,Yuba                          ,12,Heat                                                                                                ,6,JUN,1,1,117.684,44034.6,2230.2,117.684,5071.8,2.27
